"","constructorResultsId","raceId","constructorId","points","status","year","round","circuitId","date","time","fp1_date","fp1_time","fp2_date","fp2_time","fp3_date","fp3_time","quali_date","quali_time","sprint_date","sprint_time","circuitRef","name_races","location","country","lat","lng","alt","constructorRef","name_constructor","nationality","constructorStandingsId","point_constructor","position","positionText","wins"
"109",109,28,2,1,"\N",2008,11,11,NA,"12:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","hungaroring","Hungaroring","Budapest","Hungary",47.5789,19.2486,"264","bmw_sauber","BMW Sauber","German",107,90,3,"3",1
"110",110,28,9,0,"\N",2008,11,11,NA,"12:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","hungaroring","Hungaroring","Budapest","Hungary",47.5789,19.2486,"264","red_bull","Red Bull","Austrian",113,24,6,"6",0
"111",111,28,11,0,"\N",2008,11,11,NA,"12:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","hungaroring","Hungaroring","Budapest","Hungary",47.5789,19.2486,"264","honda","Honda","Japanese",114,14,8,"8",0
"112",112,28,3,0,"\N",2008,11,11,NA,"12:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","hungaroring","Hungaroring","Budapest","Hungary",47.5789,19.2486,"264","williams","Williams","British",108,16,7,"7",0
"113",113,28,10,0,"\N",2008,11,11,NA,"12:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","hungaroring","Hungaroring","Budapest","Hungary",47.5789,19.2486,"264","force_india","Force India","Indian",115,0,10,"10",0
"114",114,28,5,0,"\N",2008,11,11,NA,"12:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","hungaroring","Hungaroring","Budapest","Hungary",47.5789,19.2486,"264","toro_rosso","Toro Rosso","Italian",110,8,9,"9",0
"115",115,29,6,10,"\N",2008,12,12,NA,"12:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","valencia","Valencia Street Circuit","Valencia","Spain",39.4589,-0.331667,"4","ferrari","Ferrari","Italian",122,121,1,"1",6
"116",116,29,1,13,"\N",2008,12,12,NA,"12:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","valencia","Valencia Street Circuit","Valencia","Spain",39.4589,-0.331667,"4","mclaren","McLaren","British",117,113,2,"2",5
"117",117,29,2,6,"\N",2008,12,12,NA,"12:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","valencia","Valencia Street Circuit","Valencia","Spain",39.4589,-0.331667,"4","bmw_sauber","BMW Sauber","German",118,96,3,"3",1
"118",118,29,7,6,"\N",2008,12,12,NA,"12:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","valencia","Valencia Street Circuit","Valencia","Spain",39.4589,-0.331667,"4","toyota","Toyota","Japanese",123,41,4,"4",0
"119",119,29,5,3,"\N",2008,12,12,NA,"12:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","valencia","Valencia Street Circuit","Valencia","Spain",39.4589,-0.331667,"4","toro_rosso","Toro Rosso","Italian",121,11,9,"9",0
"120",120,29,3,1,"\N",2008,12,12,NA,"12:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","valencia","Valencia Street Circuit","Valencia","Spain",39.4589,-0.331667,"4","williams","Williams","British",119,17,7,"7",0
"121",121,29,4,0,"\N",2008,12,12,NA,"12:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","valencia","Valencia Street Circuit","Valencia","Spain",39.4589,-0.331667,"4","renault","Renault","French",120,31,5,"5",0
"122",122,29,9,0,"\N",2008,12,12,NA,"12:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","valencia","Valencia Street Circuit","Valencia","Spain",39.4589,-0.331667,"4","red_bull","Red Bull","Austrian",124,24,6,"6",0
"123",123,29,11,0,"\N",2008,12,12,NA,"12:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","valencia","Valencia Street Circuit","Valencia","Spain",39.4589,-0.331667,"4","honda","Honda","Japanese",125,14,8,"8",0
"124",124,29,10,0,"\N",2008,12,12,NA,"12:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","valencia","Valencia Street Circuit","Valencia","Spain",39.4589,-0.331667,"4","force_india","Force India","Indian",126,0,10,"10",0
"125",125,30,6,10,"\N",2008,13,13,NA,"12:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","spa","Circuit de Spa-Francorchamps","Spa","Belgium",50.4372,5.97139,"401","ferrari","Ferrari","Italian",133,131,1,"1",7
"126",126,30,2,11,"\N",2008,13,13,NA,"12:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","spa","Circuit de Spa-Francorchamps","Spa","Belgium",50.4372,5.97139,"401","bmw_sauber","BMW Sauber","German",129,107,3,"3",1
"127",127,30,1,6,"\N",2008,13,13,NA,"12:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","spa","Circuit de Spa-Francorchamps","Spa","Belgium",50.4372,5.97139,"401","mclaren","McLaren","British",128,119,2,"2",5
"128",128,30,4,5,"\N",2008,13,13,NA,"12:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","spa","Circuit de Spa-Francorchamps","Spa","Belgium",50.4372,5.97139,"401","renault","Renault","French",131,36,5,"5",0
"129",129,30,5,6,"\N",2008,13,13,NA,"12:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","spa","Circuit de Spa-Francorchamps","Spa","Belgium",50.4372,5.97139,"401","toro_rosso","Toro Rosso","Italian",132,17,8,"8",0
"130",130,30,9,1,"\N",2008,13,13,NA,"12:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","spa","Circuit de Spa-Francorchamps","Spa","Belgium",50.4372,5.97139,"401","red_bull","Red Bull","Austrian",135,25,6,"6",0
"131",131,30,7,0,"\N",2008,13,13,NA,"12:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","spa","Circuit de Spa-Francorchamps","Spa","Belgium",50.4372,5.97139,"401","toyota","Toyota","Japanese",134,41,4,"4",0
"132",132,30,3,0,"\N",2008,13,13,NA,"12:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","spa","Circuit de Spa-Francorchamps","Spa","Belgium",50.4372,5.97139,"401","williams","Williams","British",130,17,7,"7",0
"133",133,30,10,0,"\N",2008,13,13,NA,"12:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","spa","Circuit de Spa-Francorchamps","Spa","Belgium",50.4372,5.97139,"401","force_india","Force India","Indian",137,0,10,"10",0
"134",134,30,11,0,"\N",2008,13,13,NA,"12:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","spa","Circuit de Spa-Francorchamps","Spa","Belgium",50.4372,5.97139,"401","honda","Honda","Japanese",136,14,9,"9",0
"135",135,31,5,10,"\N",2008,14,14,NA,"12:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","monza","Autodromo Nazionale di Monza","Monza","Italy",45.6156,9.28111,"162","toro_rosso","Toro Rosso","Italian",143,27,6,"6",1
"136",136,31,1,10,"\N",2008,14,14,NA,"12:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","monza","Autodromo Nazionale di Monza","Monza","Italy",45.6156,9.28111,"162","mclaren","McLaren","British",139,129,2,"2",5
"137",137,31,2,10,"\N",2008,14,14,NA,"12:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","monza","Autodromo Nazionale di Monza","Monza","Italy",45.6156,9.28111,"162","bmw_sauber","BMW Sauber","German",140,117,3,"3",1
"138",138,31,4,5,"\N",2008,14,14,NA,"12:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","monza","Autodromo Nazionale di Monza","Monza","Italy",45.6156,9.28111,"162","renault","Renault","French",142,41,5,"5",0
"139",139,31,6,3,"\N",2008,14,14,NA,"12:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","monza","Autodromo Nazionale di Monza","Monza","Italy",45.6156,9.28111,"162","ferrari","Ferrari","Italian",144,134,1,"1",7
"140",140,31,9,1,"\N",2008,14,14,NA,"12:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","monza","Autodromo Nazionale di Monza","Monza","Italy",45.6156,9.28111,"162","red_bull","Red Bull","Austrian",146,26,7,"7",0
"141",141,31,7,0,"\N",2008,14,14,NA,"12:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","monza","Autodromo Nazionale di Monza","Monza","Italy",45.6156,9.28111,"162","toyota","Toyota","Japanese",145,41,4,"4",0
"142",142,31,3,0,"\N",2008,14,14,NA,"12:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","monza","Autodromo Nazionale di Monza","Monza","Italy",45.6156,9.28111,"162","williams","Williams","British",141,17,8,"8",0
"143",143,31,11,0,"\N",2008,14,14,NA,"12:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","monza","Autodromo Nazionale di Monza","Monza","Italy",45.6156,9.28111,"162","honda","Honda","Japanese",147,14,9,"9",0
"144",144,31,10,0,"\N",2008,14,14,NA,"12:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","monza","Autodromo Nazionale di Monza","Monza","Italy",45.6156,9.28111,"162","force_india","Force India","Indian",148,0,10,"10",0
"145",145,32,4,10,"\N",2008,15,15,NA,"12:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","marina_bay","Marina Bay Street Circuit","Marina Bay","Singapore",1.2914,103.864,"18","renault","Renault","French",153,51,4,"4",1
"146",146,32,3,9,"\N",2008,15,15,NA,"12:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","marina_bay","Marina Bay Street Circuit","Marina Bay","Singapore",1.2914,103.864,"18","williams","Williams","British",152,26,8,"8",0
"147",147,32,1,6,"\N",2008,15,15,NA,"12:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","marina_bay","Marina Bay Street Circuit","Marina Bay","Singapore",1.2914,103.864,"18","mclaren","McLaren","British",150,135,1,"1",5
"148",148,32,7,5,"\N",2008,15,15,NA,"12:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","marina_bay","Marina Bay Street Circuit","Marina Bay","Singapore",1.2914,103.864,"18","toyota","Toyota","Japanese",156,46,5,"5",0
"149",149,32,5,4,"\N",2008,15,15,NA,"12:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","marina_bay","Marina Bay Street Circuit","Marina Bay","Singapore",1.2914,103.864,"18","toro_rosso","Toro Rosso","Italian",154,31,6,"6",1
"150",150,32,2,3,"\N",2008,15,15,NA,"12:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","marina_bay","Marina Bay Street Circuit","Marina Bay","Singapore",1.2914,103.864,"18","bmw_sauber","BMW Sauber","German",151,120,3,"3",1
"151",151,32,9,2,"\N",2008,15,15,NA,"12:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","marina_bay","Marina Bay Street Circuit","Marina Bay","Singapore",1.2914,103.864,"18","red_bull","Red Bull","Austrian",157,28,7,"7",0
"152",152,32,11,0,"\N",2008,15,15,NA,"12:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","marina_bay","Marina Bay Street Circuit","Marina Bay","Singapore",1.2914,103.864,"18","honda","Honda","Japanese",158,14,9,"9",0
"153",153,32,6,0,"\N",2008,15,15,NA,"12:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","marina_bay","Marina Bay Street Circuit","Marina Bay","Singapore",1.2914,103.864,"18","ferrari","Ferrari","Italian",155,134,2,"2",7
"154",154,32,10,0,"\N",2008,15,15,NA,"12:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","marina_bay","Marina Bay Street Circuit","Marina Bay","Singapore",1.2914,103.864,"18","force_india","Force India","Indian",159,0,10,"10",0
"155",155,33,4,15,"\N",2008,16,16,NA,"04:30:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","fuji","Fuji Speedway","Oyama","Japan",35.3717,138.927,"583","renault","Renault","French",164,66,4,"4",2
"156",156,33,2,8,"\N",2008,16,16,NA,"04:30:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","fuji","Fuji Speedway","Oyama","Japan",35.3717,138.927,"583","bmw_sauber","BMW Sauber","German",162,128,3,"3",1
"157",157,33,6,8,"\N",2008,16,16,NA,"04:30:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","fuji","Fuji Speedway","Oyama","Japan",35.3717,138.927,"583","ferrari","Ferrari","Italian",166,142,1,"1",7
"158",158,33,7,4,"\N",2008,16,16,NA,"04:30:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","fuji","Fuji Speedway","Oyama","Japan",35.3717,138.927,"583","toyota","Toyota","Japanese",167,50,5,"5",0
"159",159,33,5,3,"\N",2008,16,16,NA,"04:30:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","fuji","Fuji Speedway","Oyama","Japan",35.3717,138.927,"583","toro_rosso","Toro Rosso","Italian",165,34,6,"6",1
"160",160,33,9,1,"\N",2008,16,16,NA,"04:30:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","fuji","Fuji Speedway","Oyama","Japan",35.3717,138.927,"583","red_bull","Red Bull","Austrian",168,29,7,"7",0
"161",161,33,3,0,"\N",2008,16,16,NA,"04:30:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","fuji","Fuji Speedway","Oyama","Japan",35.3717,138.927,"583","williams","Williams","British",163,26,8,"8",0
"162",162,33,1,0,"\N",2008,16,16,NA,"04:30:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","fuji","Fuji Speedway","Oyama","Japan",35.3717,138.927,"583","mclaren","McLaren","British",161,135,2,"2",5
"163",163,33,11,0,"\N",2008,16,16,NA,"04:30:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","fuji","Fuji Speedway","Oyama","Japan",35.3717,138.927,"583","honda","Honda","Japanese",169,14,9,"9",0
"164",164,33,10,0,"\N",2008,16,16,NA,"04:30:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","fuji","Fuji Speedway","Oyama","Japan",35.3717,138.927,"583","force_india","Force India","Indian",170,0,10,"10",0
"165",165,34,1,10,"\N",2008,17,17,NA,"07:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","shanghai","Shanghai International Circuit","Shanghai","China",31.3389,121.22,"5","mclaren","McLaren","British",1633,145,2,"2",6
"166",166,34,6,14,"\N",2008,17,17,NA,"07:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","shanghai","Shanghai International Circuit","Shanghai","China",31.3389,121.22,"5","ferrari","Ferrari","Italian",1638,156,1,"1",7
"167",167,34,4,6,"\N",2008,17,17,NA,"07:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","shanghai","Shanghai International Circuit","Shanghai","China",31.3389,121.22,"5","renault","Renault","French",1636,72,4,"4",2
"168",168,34,2,7,"\N",2008,17,17,NA,"07:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","shanghai","Shanghai International Circuit","Shanghai","China",31.3389,121.22,"5","bmw_sauber","BMW Sauber","German",1634,135,3,"3",1
"169",169,34,7,2,"\N",2008,17,17,NA,"07:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","shanghai","Shanghai International Circuit","Shanghai","China",31.3389,121.22,"5","toyota","Toyota","Japanese",1639,52,5,"5",0
"170",170,34,5,0,"\N",2008,17,17,NA,"07:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","shanghai","Shanghai International Circuit","Shanghai","China",31.3389,121.22,"5","toro_rosso","Toro Rosso","Italian",1637,34,6,"6",1
"171",171,34,9,0,"\N",2008,17,17,NA,"07:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","shanghai","Shanghai International Circuit","Shanghai","China",31.3389,121.22,"5","red_bull","Red Bull","Austrian",1640,29,7,"7",0
"172",172,34,11,0,"\N",2008,17,17,NA,"07:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","shanghai","Shanghai International Circuit","Shanghai","China",31.3389,121.22,"5","honda","Honda","Japanese",1641,14,9,"9",0
"173",173,34,3,0,"\N",2008,17,17,NA,"07:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","shanghai","Shanghai International Circuit","Shanghai","China",31.3389,121.22,"5","williams","Williams","British",1635,26,8,"8",0
"174",174,34,10,0,"\N",2008,17,17,NA,"07:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","shanghai","Shanghai International Circuit","Shanghai","China",31.3389,121.22,"5","force_india","Force India","Indian",1642,0,10,"10",0
"175",175,35,6,16,"\N",2008,18,18,NA,"17:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","interlagos","Autódromo José Carlos Pace","São Paulo","Brazil",-23.7036,-46.6997,"785","ferrari","Ferrari","Italian",188,172,1,"1",8
"176",176,35,4,8,"\N",2008,18,18,NA,"17:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","interlagos","Autódromo José Carlos Pace","São Paulo","Brazil",-23.7036,-46.6997,"785","renault","Renault","French",186,80,4,"4",2
"177",177,35,5,5,"\N",2008,18,18,NA,"17:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","interlagos","Autódromo José Carlos Pace","São Paulo","Brazil",-23.7036,-46.6997,"785","toro_rosso","Toro Rosso","Italian",187,39,6,"6",1
"178",178,35,1,6,"\N",2008,18,18,NA,"17:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","interlagos","Autódromo José Carlos Pace","São Paulo","Brazil",-23.7036,-46.6997,"785","mclaren","McLaren","British",183,151,2,"2",6
"179",179,35,7,4,"\N",2008,18,18,NA,"17:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","interlagos","Autódromo José Carlos Pace","São Paulo","Brazil",-23.7036,-46.6997,"785","toyota","Toyota","Japanese",189,56,5,"5",0
"180",180,35,9,0,"\N",2008,18,18,NA,"17:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","interlagos","Autódromo José Carlos Pace","São Paulo","Brazil",-23.7036,-46.6997,"785","red_bull","Red Bull","Austrian",190,29,7,"7",0
"181",181,35,2,0,"\N",2008,18,18,NA,"17:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","interlagos","Autódromo José Carlos Pace","São Paulo","Brazil",-23.7036,-46.6997,"785","bmw_sauber","BMW Sauber","German",184,135,3,"3",1
"182",182,35,3,0,"\N",2008,18,18,NA,"17:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","interlagos","Autódromo José Carlos Pace","São Paulo","Brazil",-23.7036,-46.6997,"785","williams","Williams","British",185,26,8,"8",0
"183",183,35,11,0,"\N",2008,18,18,NA,"17:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","interlagos","Autódromo José Carlos Pace","São Paulo","Brazil",-23.7036,-46.6997,"785","honda","Honda","Japanese",191,14,9,"9",0
"184",184,35,10,0,"\N",2008,18,18,NA,"17:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","interlagos","Autódromo José Carlos Pace","São Paulo","Brazil",-23.7036,-46.6997,"785","force_india","Force India","Indian",192,0,10,"10",0
"185",185,36,6,13,"\N",2007,1,1,NA,"03:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","albert_park","Albert Park Grand Prix Circuit","Melbourne","Australia",-37.8497,144.968,"10","ferrari","Ferrari","Italian",25733,13,1,"1",1
"186",186,36,1,14,"D",2007,1,1,NA,"03:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","albert_park","Albert Park Grand Prix Circuit","Melbourne","Australia",-37.8497,144.968,"10","mclaren","McLaren","British",25734,14,11,"E",0
"187",187,36,2,5,"\N",2007,1,1,NA,"03:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","albert_park","Albert Park Grand Prix Circuit","Melbourne","Australia",-37.8497,144.968,"10","bmw_sauber","BMW Sauber","German",25735,5,2,"2",0
"188",188,36,4,4,"\N",2007,1,1,NA,"03:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","albert_park","Albert Park Grand Prix Circuit","Melbourne","Australia",-37.8497,144.968,"10","renault","Renault","French",25736,4,3,"3",0
"189",189,36,3,2,"\N",2007,1,1,NA,"03:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","albert_park","Albert Park Grand Prix Circuit","Melbourne","Australia",-37.8497,144.968,"10","williams","Williams","British",25737,2,4,"4",0
"190",190,36,7,1,"\N",2007,1,1,NA,"03:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","albert_park","Albert Park Grand Prix Circuit","Melbourne","Australia",-37.8497,144.968,"10","toyota","Toyota","Japanese",25738,1,5,"5",0
"191",191,36,11,0,"\N",2007,1,1,NA,"03:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","albert_park","Albert Park Grand Prix Circuit","Melbourne","Australia",-37.8497,144.968,"10","honda","Honda","Japanese",25739,0,6,"6",0
"192",192,36,8,0,"\N",2007,1,1,NA,"03:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","albert_park","Albert Park Grand Prix Circuit","Melbourne","Australia",-37.8497,144.968,"10","super_aguri","Super Aguri","Japanese",25740,0,7,"7",0
"193",193,36,9,0,"\N",2007,1,1,NA,"03:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","albert_park","Albert Park Grand Prix Circuit","Melbourne","Australia",-37.8497,144.968,"10","red_bull","Red Bull","Austrian",25741,0,8,"8",0
"194",194,36,5,0,"\N",2007,1,1,NA,"03:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","albert_park","Albert Park Grand Prix Circuit","Melbourne","Australia",-37.8497,144.968,"10","toro_rosso","Toro Rosso","Italian",25742,0,9,"9",0
"195",195,36,12,0,"\N",2007,1,1,NA,"03:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","albert_park","Albert Park Grand Prix Circuit","Melbourne","Australia",-37.8497,144.968,"10","spyker","Spyker","Dutch",25743,0,10,"10",0
"196",196,37,1,18,"D",2007,2,2,NA,"07:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","sepang","Sepang International Circuit","Kuala Lumpur","Malaysia",2.76083,101.738,"18","mclaren","McLaren","British",25745,32,11,"E",1
"197",197,37,6,10,"\N",2007,2,2,NA,"07:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","sepang","Sepang International Circuit","Kuala Lumpur","Malaysia",2.76083,101.738,"18","ferrari","Ferrari","Italian",25744,23,1,"1",1
"198",198,37,2,5,"\N",2007,2,2,NA,"07:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","sepang","Sepang International Circuit","Kuala Lumpur","Malaysia",2.76083,101.738,"18","bmw_sauber","BMW Sauber","German",25746,10,2,"2",0
"199",199,37,4,4,"\N",2007,2,2,NA,"07:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","sepang","Sepang International Circuit","Kuala Lumpur","Malaysia",2.76083,101.738,"18","renault","Renault","French",25747,8,3,"3",0
"200",200,37,7,2,"\N",2007,2,2,NA,"07:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","sepang","Sepang International Circuit","Kuala Lumpur","Malaysia",2.76083,101.738,"18","toyota","Toyota","Japanese",25749,3,4,"4",0
"201",201,37,3,0,"\N",2007,2,2,NA,"07:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","sepang","Sepang International Circuit","Kuala Lumpur","Malaysia",2.76083,101.738,"18","williams","Williams","British",25748,2,5,"5",0
